parent_code,group_name,sub_code,product_name,scientific_name
0632020,Rooibos,0632020-003,,Cyclopia sessiflora
0632020,Rooibos,0632020-004,,Cyclopia subternata
0632030,Mate/maté,,,Ilex paraguariensis
0632030,Mate/maté,0632030-001,Ginkgo,Ginkgo biloba
0632030,Mate/maté,0632030-002,Noni,Morinda citrifolia
0632030,Mate/maté,0632030-003,Moringa/drumstick tree leaves,Moringa oleifera ; syn: Moringa pterygosperma
0632990,Others ( 2 ),,,
0633000,Roots after removal of tops and soil,,,
0633010,Valerian,,,Valeriana officinalis
0633010,Valerian,0633010-001,Blue flag,Iris versicolor
0633010,Valerian,0633010-002,Calamus,Acorus calamus
0633010,Valerian,0633010-003,Couch grass,Elymus repens ; syn: Agropyron repens
0633010,Valerian,0633010-004,Cowslip/primrose,Primula veris
0633010,Valerian,0633010-005,Echinacea,Echinacea angustifolia
0633010,Valerian,0633010-006,,Echinacea pallida
0633010,Valerian,0633010-007,,Echinacea purpurea
0633010,Valerian,0633010-008,Elecampane,Inula helenium
0633010,Valerian,0633010-009,Fragrant sumac,Rhus aromatica
0633010,Valerian,0633010-010,Golden root,Rhodiola rosea
0633010,Valerian,0633010-011,Herb bennet,Geum urbanum
0633010,Valerian,0633010-012,Marshmallow,Althaea officinalis
0633010,Valerian,0633010-013,Mexican valerian,Valeriana edulis subsp. procera ; syn: Valeriana procera
0633010,Valerian,0633010-014,Pimpernel,Pimpinella major
0633010,Valerian,0633010-015,Rhatany,Krameria lappacea ; syn: Krameria triandra
0633010,Valerian,0633010-016,Sarsaparilla,Smilax spp.
0633010,Valerian,0633010-017,Seneca snakeroot,Polygala senega
0633010,Valerian,0633010-018,Tormentil,Potentilla erecta
0633010,Valerian,0633010-019,Wild angelica,Angelica sylvestris
0633020,Ginseng,,,Panax ginseng; Panax quinquefolius
0633020,Ginseng,0633020-001,Siberian ginseng,Eleutherococcus senticosus ; syn: Acanthopanax senticosus
0633990,Others ( 2 ),,,
0639000,,,,
0639000,Subgroup,0639000-001,"Blond psyllium (seeds, husks)",Plantago ovata
0639000,Subgroup,0639000-002,Chamomile (seeds),Matricaria recutita ; syn: Matricaria chamomilla
0639000,Subgroup,0639000-003,Cherries (sweet) (stems),Cerasus avium ; syn: Prunus avium
0639000,Subgroup,0639000-004,China/Jesuit's bark (bark),Chinchona calisaya
0639000,Subgroup,0639000-005,,Cinchona pubescens ; syn: Cinchona succirubra
0639000,Subgroup,0639000-006,Cocoa (husks),Theobroma cacao
0639000,Subgroup,0639000-007,Condurango (bark),Marsdenia cundurango
0639000,Subgroup,0639000-008,Dwarf mountain pine (shoots),Pinus mugo
0639000,Subgroup,0639000-009,Fir (shoots),Abies spp.
0639000,Subgroup,0639000-010,Fleawort (seeds),Plantago afra ; syn: Plantago psylium
0639000,Subgroup,0639000-011,Fragrant sumac (bark),Rhus aromatica
0639000,Subgroup,0639000-012,Guarana (seeds),Paullinia cupana
0639000,Subgroup,0639000-013,Hibiscus (seeds),Hibiscus sabdariffa
0639000,Subgroup,0639000-014,"Horse-chestnut (seeds, bark)",Aesculus hippocastanum
0639000,Subgroup,0639000-015,"Juniper (bark, wood, shoots)",Juniperus communis
0639000,Subgroup,0639000-016,Lapacho (bark),Handroanthus impetiginosus ; syn: Tabebuia impetiginosa
0639000,Subgroup,0639000-017,"Lignum vitae (bark, wood)",Guajacum officinale
0639000,Subgroup,0639000-018,Parsley (fruits),Petroselinum crispum
0639000,Subgroup,0639000-019,Purging cassia (fruits),Cassia fistula
0639000,Subgroup,0639000-020,"Quassia (bark, wood)",Quassia amara
0639000,Subgroup,0639000-021,"Red sandalwood (bark, wood)",Pterocarpus santalinus
0639000,Subgroup,0639000-022,Soap-bark tree (bark),Quillaja saponaria
0639000,Subgroup,0639000-023,Sour cherry/morello cherry (stems),Cerasus vulgaris ; syn: Prunus cerasus
0639000,Subgroup,0639000-024,"Sweet corn (stigmas, styles)",Zea mays convar. saccharata
0639000,Subgroup,0639000-025,Wild angelica (fruits),Angelica sylvestris
0639000,Subgroup,0639000-026,Witch hazel (bark),Hamamelis virginiana
0639000,Subgroup,0639000-990,Other herbal infusions from any other parts of the plant,
0640000,Cocoa beans,,,Theobroma cacao
0640000,Cocoa beans,0640000-001,Kola nuts/Cola nuts,Cola acuminata; Cola nitida
0640000,Cocoa beans,0640000-002,Cupuaçu,Theobroma grandiflora
0650000,Carobs/Saint John's breads,,,Ceratonia siliqua
0650000,Carobs/Saint John's breads,0650000-001,Jengkols/Luk neangs,Archidendron pauciflorum
0700000,HOPS,,,Humulus lupulus
0800000,SPICES,,,
0810000,Seed spices,,,
0810010,Anise/aniseed,,,Pimpinella anisum
0810020,Black caraway/black cumin,,,Bunium persicum
0810020,Black caraway/black cumin,0810020-001,Nigella,Nigella sativa
0810030,Celery,,,Apium graveolens
0810030,Celery,0810030-001,Angelica,Angelica archangelica
0810030,Celery,0810030-002,Lovage,Levisticum officinale
0810040,Coriander,,,Coriandrum sativum
0810040,Coriander,0810040-001,Culantro/false coriander,Eryngium foetidum
0810050,Cumin,,,Cuminum cyminum
0810060,Dill,,,Anethum graveolens
0810070,Fennel,,,Foeniculum vulgare
0810070,Fennel,0810070-001,Bitter fennel,Foeniculum vulgare var. vulgare
0810070,Fennel,0810070-002,Sweet fennel,Foeniculum vulgare var. dulce
0810080,Fenugreek,,,Trigonella foenum-graecum
0810090,Nutmeg,,,Myristica fragrans
0810090,Nutmeg,0810090-001,Annatto,Bixa orellana
0810090,Nutmeg,0810090-002,Candlenut,Aleurites moluccana
0810090,Nutmeg,0810090-003,Wattleseeds,Acacia spp.
0810090,Nutmeg,0810090-004,Calabash nutmeg,Monodora myristica
0810990,Others ( 2 ),,,
0820000,Fruit spices,,,
0820010,Allspice/pimento,,,Pimenta dioica ; syn: Pimenta officinalis
0820020,Sichuan pepper,,,Zanthoxylum spp.
0820020,Sichuan pepper,0820020-001,Japanese pepper,Zanthoxylum piperitum
0820020,Sichuan pepper,0820020-002,Uzazi,Zanthoxylum tessmannii ; syn: Fagara tessmannii
0820030,Caraway,,,Carum carvi
0820030,Caraway,0820030-001,Ajowan,Trachyspermum ammi
0820040,Cardamom,,,Elettaria cardamomum
0820040,Cardamom,0820040-001,Marjoram,Origanum majorana ; syn: Majorana hortensis
0820040,Cardamom,0820040-002,Star anise,Illicium verum
0820050,Juniper berry,,,Juniperus communis
0820060,"Peppercorn (black, green and white)",,,Piper nigrum
0820060,"Peppercorn (black, green and white)",0820060-001,Brazilian pepper,Schinus terebinthifolius
0820060,"Peppercorn (black, green and white)",0820060-002,Cubeb/tailed pepper,Piper cubeba
0820060,"Peppercorn (black, green and white)",0820060-003,Grain of paradise,Aframomum melegueta
0820060,"Peppercorn (black, green and white)",0820060-004,Long pepper/pipali,Piper longum
0820060,"Peppercorn (black, green and white)",0820060-005,Pink pepper,Schinus molle
0820060,"Peppercorn (black, green and white)",0820060-006,Sumac,Rhus coriaria
0820060,"Peppercorn (black, green and white)",0820060-007,West African pepper,Piper guineense
0820070,Vanilla,,,Vanilla planifolia ; syn: Vanilla fragrans
0820070,Vanilla,0820070-001,Tahiti vanilla,Vanilla tahitiensis
0820070,Vanilla,0820070-002,Tonka bean,Dipteryx odorata
0820070,Vanilla,0820070-003,West Indian vanilla,Vanilla pompona
0820080,Tamarind,,,Tamarindus indica
0820990,Others ( 2 ),,,
0830000,Bark spices,,,
0830010,Cinnamon,,,Cinnamomum verum ; syn: Cinnamomum zeylanicum
0830010,Cinnamon,0830010-001,Cassia,Cinnamomum burmannii
0830010,Cinnamon,0830010-002,,Cinnamomum cassia ; syn: Cinnamomum aromaticum
0830010,Cinnamon,0830010-003,,Cinnamomum loureirii
0830990,Others ( 2 ),,,
0840000,Root and rhizome spices,,,
0840010,Liquorice,,,Glycyrrhiza glabra
0840020,Ginger ( 10 ),,,Zingiber officinale
0840030,Turmeric/curcuma,,,Curcuma longa ; syn: Curcuma domestica
0840030,Turmeric/curcuma,0840030-001,Asafetida,Ferula assa-foetida
0840030,Turmeric/curcuma,0840030-002,Temulawak,Curcuma zanthorrhiza ; syn: Curcuma xanthorrhiza
0840030,Turmeric/curcuma,0840030-003,Zedoary,Curcuma zedoaria
0840040,Horseradish ( 11 ),,,Armoracia rusticana
0840990,Others ( 2 ),,,
0850000,Bud spices,,,
0850010,Cloves,,,Syzygium aromaticum ; syn: Eugenia caryophyllata
0850010,Cloves,0850010-001,Cassia buds,Cinnamomum burmannii
0850010,Cloves,0850010-002,,Cinnamomum cassia ; syn: Cinnamomum aromaticum
0850010,Cloves,0850010-003,,Cinnamomum loureirii
0850020,Capers,,,Capparis spinosa
0850020,Capers,0850020-001,Nasturtium pods,Tropaeolum majus
0850020,Capers,0850020-002,,Tropaeolum minus
0850990,Others ( 2 ),,,
0860000,Flower pistil spices,,,
0860010,Saffron,,,Crocus sativus
0860990,Others ( 2 ),,,
0870000,Aril spices,,,
0870010,Mace,,,Myristica fragrans
0870990,Others ( 2 ),,,
0900000,SUGAR PLANTS,,,
0900010,Sugar beet roots,,,Beta vulgaris ssp. vulgaris var. altissima
0900020,Sugar canes,,,Saccharum officinarum
0900020,Sugar canes,0900020-001,Agave leaves,Agave spp.
0900020,Sugar canes,0900020-002,Sweet sorghum canes,Sorghum bicolor subsp. bicolor
0900030,Chicory roots,,,Cichorium intybus Sativum group
0900030,Chicory roots,0900030-001,Common polypody roots,Polypodium vulgare
0900030,Chicory roots,0900030-002,Yacon roots,Smallanthus sonchifolius
0900990,Others ( 2 ),,,
0900990,Others ( 2 ),0900990-001,Birches (trunk sap),Betula papyrifera
0900990,Others ( 2 ),0900990-002,Manna ashes (trunk sap),Fraxinus ornus
0900990,Others ( 2 ),0900990-003,Maples (trunk sap),Acer spp.
0900990,Others ( 2 ),0900990-004,Palms (trunk sap),Jubaea chilensis
0900990,Others ( 2 ),0900990-005,,Phoenix canariensis
0900990,Others ( 2 ),0900990-990,Other sugar plants,
1000000,PRODUCTS OF ANIMAL ORIGIN -TERRESTRIAL ANIMALS,,,
1010000,Commodities from,,,
1011000,,,,Sus scrofa
1011000,Subgroup,1011000-001,Wild boar (farmed),Sus scrofa ferus
1011010,Muscle,,,
1011020,Fat,,,
1011030,Liver,,,
1011040,Kidney,,,
1011050,Edible offals (other than liver and kidney),,,
1011990,Others ( 2 ),,,
1012000,,,,Bos primigenius taurus
1012000,Subgroup,1012000-001,American buffalo,Bison bison
1012000,Subgroup,1012000-002,Banteng,Bos javanicus
1012000,Subgroup,1012000-003,Buffalo,Bubalus arnee bubalis
1012000,Subgroup,1012000-004,European buffalo/wisent,Bison bonasus
1012000,Subgroup,1012000-005,Gayal,Bos gaurus frontalis
1012000,Subgroup,1012000-006,Yak (domestic),Poëphagus mutus grunniens
1012000,Subgroup,1012000-007,Zebu,Bos taurus indicus
1012000,Subgroup,1012000-990,,"Hybrids of genera Bison, Bos, Bubalus and Poëphagus"
1012010,Muscle,,,
1012020,Fat,,,
1012030,Liver,,,
1012040,Kidney,,,
1012050,Edible offals (other than liver and kidney),,,
1012990,Others ( 2 ),,,
1013000,,,,Ovis aries
1013000,Subgroup,1013000-001,Mouflon (farmed),Ovis aries musimon
1013010,Muscle,,,
1013020,Fat,,,
1013030,Liver,,,
1013040,Kidney,,,
1013050,Edible offals (other than liver and kidney),,,
1013990,Others ( 2 ),,,
1014000,,,,Capra aegagrus hircus
1014010,Muscle,,,
1014020,Fat,,,
1014030,Liver,,,
1014040,Kidney,,,
1014050,Edible offals (other than liver and kidney),,,
1014990,Others ( 2 ),,,
1015000,,,,Equus spp.
1015000,Subgroup,1015000-001,Ass,Equus africanus asinus
1015000,Subgroup,1015000-002,Hinny,Equus caballus x Equus africanus asinus
1015000,Subgroup,1015000-003,Horse,Equus caballus
1015000,Subgroup,1015000-004,Mule,Equus africanus asinus x Equus caballus
1015010,Muscle,,,
1015020,Fat,,,
1015030,Liver,,,
1015040,Kidney,,,
1015050,Edible offals (other than liver and kidney),,,
1015990,Others ( 2 ),,,
1016000,,,,
1016000,Subgroup,1016000-001,Bobwhite quail,Colinus virginianus
1016000,Subgroup,1016000-002,Chicken (including silkie chicken),Gallus gallus domesticus
1016000,Subgroup,1016000-003,Collared Dove,Streptopelia decaocto
1016000,Subgroup,1016000-004,Duck,Anas platyrhynchos
1016000,Subgroup,1016000-005,Geese,Anser anser
1016000,Subgroup,1016000-006,Green peafowl,Pavo muticus
1016000,Subgroup,1016000-007,Guinea fowl,Numida meleagris
1016000,Subgroup,1016000-008,Japanese quail,Coturnix japonica
1016000,Subgroup,1016000-009,Muskovy duck,Cairina moschata
1016000,Subgroup,1016000-010,Mute swan,Cygnus olor
1016000,Subgroup,1016000-011,Partridge,Genera Alectoris and Perdix
1016000,Subgroup,1016000-012,Peafowl,Pavo cristatus
1016000,Subgroup,1016000-013,Pheasant,Phasianus colchicus
1016000,Subgroup,1016000-014,Pigeon,Columba livia
1016000,Subgroup,1016000-015,Quail,Coturnix coturnix
1016000,Subgroup,1016000-016,Turkey,Meleagris gallopavo
1016000,Subgroup,1016000-017,Turtle dove,Streptopelia turtur
1016000,Subgroup,1016000-990,Other farmed birds of order Anseriformes,
1016000,Subgroup,1016000-991,Other farmed birds of order Columbiformes,
1016000,Subgroup,1016000-992,Other farmed birds of order Galliformes,
1016010,Muscle,,,
1016020,Fat,,,
1016030,Liver,,,
1016040,Kidney,,,
1016050,Edible offals (other than liver and kidney),,,
1016990,Others ( 2 ),,,
1017000,,,,
1017000,Subgroup,1017000-001,Alpaca,Vicugna pacos
1017000,Subgroup,1017000-002,Bactrian camel,Camelus ferus bactrianus
1017000,Subgroup,1017000-003,Capybara,Hydrochoerus hydrochaeris
1017000,Subgroup,1017000-004,Cottontail/American rabbit,Sylvilagus floridanus
1017000,Subgroup,1017000-005,Dromedary,Camelus dromedarius
1017000,Subgroup,1017000-006,Eland,Taurotragus oryx
1017000,Subgroup,1017000-007,Elk/moose,Alces alces
1017000,Subgroup,1017000-008,Emu,Dromaius novaehollandiae
1017000,Subgroup,1017000-009,Fallow deer,Dama dama
1017000,Subgroup,1017000-010,Guinea pig,Cavia aperea porcellus
1017000,Subgroup,1017000-011,Hare (farmed),Lepus europaeus
1017000,Subgroup,1017000-012,Llama,Lama glama
1017000,Subgroup,1017000-013,Nandu/greater rhea,Rhea americana
1017000,Subgroup,1017000-014,Ostrich,Struthio camelus
1017000,Subgroup,1017000-015,Peccari (collared),Tayassu tajacu
1017000,Subgroup,1017000-016,Rabbit,Oryctolagus cuniculus
1017000,Subgroup,1017000-017,Red deer,Cervus elaphus
1017000,Subgroup,1017000-018,Reindeer,Rangifer tarandus
1017000,Subgroup,1017000-019,Roe deer,Capreolus capreolus
1017000,Subgroup,1017000-990,Other farmed terrestrial animals,
1017010,Muscle,,,
1017020,Fat,,,
1017030,Liver,,,
1017040,Kidney,,,
1017050,Edible offals (other than liver and kidney),,,
1017990,Others ( 2 ),,,
1020000,Milk,,,
1020010,Cattle,,,Bos primigenius taurus
1020010,Cattle,1020010-001,,
1020020,Sheep,,,Ovis aries
1020020,Sheep,1020020-001,,
1020030,Goat,,,Capra aegagrus hircus
1020040,Horse,,,Equus caballus
1020040,Horse,1020040-001,,
1020990,Others ( 2 ),,,
1020990,Others ( 2 ),1020990-001,Bactrian camel,Camelus ferus bactrianus
1020990,Others ( 2 ),1020990-002,Dromedary,Camelus dromedarius
1020990,Others ( 2 ),1020990-003,Elk/moose,Alces alces
1020990,Others ( 2 ),1020990-004,Reindeer,Rangifer tarandus
1020990,Others ( 2 ),1020990-990,Other milk producer animals,
1030000,Birds eggs,,,
1030010,Chicken,,,Gallus gallus
1030020,Duck,,,Anas platyrhynchos
1030030,Geese,,,Anser anser
1030040,Quail,,,Coturnix coturnix; Coturnix japonica
1030990,Others ( 2 ),,,
1030990,Others ( 2 ),1030990-001,Emu,Dromaius novaehollandiae
1030990,Others ( 2 ),1030990-002,Nandu/greater rhea,Rhea americana
1030990,Others ( 2 ),1030990-003,Ostrich,Struthio camelus
1030990,Others ( 2 ),1030990-990,Other eggs producer birds,
1040000,Honey and other apiculture products ( 7 ),,,
1050000,Amphibians and Reptiles,,,
1050000,Amphibians and Reptiles,1050000-001,Crocodiles,Crocodilia spp.
1050000,Amphibians and Reptiles,1050000-002,Frog legs,Rana spp.
1050000,Amphibians and Reptiles,1050000-003,Snakes,
1050000,Amphibians and Reptiles,1050000-004,Turtles,
1050000,Amphibians and Reptiles,1050000-990,Other Amphibians and Reptiles,
1050000,Amphibians and Reptiles,1050000-991,,Other frog legs from frogs not belonging to the genus Rana
1060000,Terrestrial invertebrate animals,,,
1060000,Terrestrial invertebrate animals,1060000-001,Earthworms,
1060000,Terrestrial invertebrate animals,1060000-002,Insects,
1060000,Terrestrial invertebrate animals,1060000-003,Snails,Helix spp.
1060000,Terrestrial invertebrate animals,1060000-990,Other terrestrial invertebrate animals,
1060000,Terrestrial invertebrate animals,1060000-991,,Other edible snails not belonging to the genus Helix
1070000,Wild terrestrial vertebrate animals,,,
1070000,Wild terrestrial vertebrate animals,1070000-001,Feathered wild game,
1070000,Wild terrestrial vertebrate animals,1070000-002,Furred wild game,
1070000,Wild terrestrial vertebrate animals,1070000-003,Kangaroos,Macropus spp.
1100000,"PRODUCTS OF ANIMAL ORIGIN - FISH, FISHPRODUCTS AND ANY OTHER MARINE AND FRESHWATER FOOD PRODUCTS ( 8 )",,,
1200000,PRODUCTS OR PART OF PRODUCTS EXCLUSIVELY USED FOR ANIMAL FEED PRODUCTION ( 8 ),,,
1300000,PROCESSED FOOD PRODUCTS ( 9 ),,,
